ticker,quarter_end,consensus_eps,actual_eps,num_analysts,sector,market_cap
UNH,2024-06-30,1.4707,1.5496,16,Healthcare,450000000000.0
UNH,2024-09-30,2.1825,2.0449,6,Healthcare,450000000000.0
UNH,2024-12-31,1.3083,1.3199,19,Healthcare,450000000000.0
UNH,2025-03-31,2.3444,2.2724,13,Healthcare,450000000000.0
UNH,2025-06-30,2.2567,2.2898,11,Healthcare,450000000000.0
UNH,2025-09-30,1.8675,1.8613,5,Healthcare,450000000000.0
UNH,2025-12-31,1.7726,1.8347,12,Healthcare,450000000000.0
UNH,2026-03-31,1.9459,2.078,10,Healthcare,450000000000.0
HD,2021-06-30,2.4344,2.588,13,Consumer Discretionary,350000000000.0
HD,2021-09-30,3.1625,3.1803,19,Consumer Discretionary,350000000000.0
HD,2021-12-31,3.3078,3.4629,8,Consumer Discretionary,350000000000.0
HD,2022-03-31,2.6764,2.7355,7,Consumer Discretionary,350000000000.0
HD,2022-06-30,3.1907,2.9925,17,Consumer Discretionary,350000000000.0
HD,2022-09-30,3.1593,3.3015,7,Consumer Discretionary,350000000000.0
HD,2022-12-31,2.7681,2.8284,10,Consumer Discretionary,350000000000.0
HD,2023-03-31,3.1034,3.293,5,Consumer Discretionary,350000000000.0
HD,2023-06-30,2.4645,2.3356,5,Consumer Discretionary,350000000000.0
HD,2023-09-30,3.1348,3.1333,17,Consumer Discretionary,350000000000.0
HD,2023-12-31,2.7844,2.7918,10,Consumer Discretionary,350000000000.0
HD,2024-03-31,2.7277,2.8973,18,Consumer Discretionary,350000000000.0
HD,2024-06-30,2.6661,2.8657,8,Consumer Discretionary,350000000000.0
HD,2024-09-30,2.7756,2.6615,5,Consumer Discretionary,350000000000.0
HD,2024-12-31,3.0484,3.0328,12,Consumer Discretionary,350000000000.0
HD,2025-03-31,2.9836,2.9901,14,Consumer Discretionary,350000000000.0
HD,2025-06-30,3.1308,3.037,14,Consumer Discretionary,350000000000.0
HD,2025-09-30,3.2342,3.4585,12,Consumer Discretionary,350000000000.0
HD,2025-12-31,3.2489,3.0994,15,Consumer Discretionary,350000000000.0
HD,2026-03-31,2.7564,2.744,17,Consumer Discretionary,350000000000.0
PG,2021-06-30,2.9264,2.8323,16,Consumer Staples,350000000000.0
PG,2021-09-30,2.8223,3.0256,13,Consumer Staples,350000000000.0
PG,2021-12-31,2.5678,2.6255,13,Consumer Staples,350000000000.0
PG,2022-03-31,3.2348,3.1557,7,Consumer Staples,350000000000.0
PG,2022-06-30,3.0396,3.0042,10,Consumer Staples,350000000000.0
PG,2022-09-30,3.791,3.7455,12,Consumer Staples,350000000000.0
PG,2022-12-31,3.4775,3.5375,9,Consumer Staples,350000000000.0
PG,2023-03-31,3.6188,3.6895,14,Consumer Staples,350000000000.0
PG,2023-06-30,2.6684,2.6691,10,Consumer Staples,350000000000.0
PG,2023-09-30,3.3207,3.2723,5,Consumer Staples,350000000000.0
PG,2023-12-31,3.1807,3.0318,18,Consumer Staples,350000000000.0
PG,2024-03-31,2.3378,2.4103,19,Consumer Staples,350000000000.0
PG,2024-06-30,3.3297,3.1458,19,Consumer Staples,350000000000.0
PG,2024-09-30,3.5154,3.366,5,Consumer Staples,350000000000.0
PG,2024-12-31,3.7954,3.6322,6,Consumer Staples,350000000000.0
PG,2025-03-31,3.0957,3.0713,12,Consumer Staples,350000000000.0
PG,2025-06-30,3.3231,3.4663,14,Consumer Staples,350000000000.0
PG,2025-09-30,2.9922,3.0679,7,Consumer Staples,350000000000.0
PG,2025-12-31,3.2996,3.2858,5,Consumer Staples,350000000000.0
PG,2026-03-31,2.8934,2.8492,10,Consumer Staples,350000000000.0
MA,2021-06-30,2.8397,3.0298,6,Financials,400000000000.0
MA,2021-09-30,1.7004,1.7113,9,Financials,400000000000.0
MA,2021-12-31,2.4108,2.4965,9,Financials,400000000000.0
MA,2022-03-31,1.8808,2.0216,13,Financials,400000000000.0
MA,2022-06-30,1.9532,1.9776,18,Financials,400000000000.0
MA,2022-09-30,2.7637,2.9248,9,Financials,400000000000.0
MA,2022-12-31,2.4475,2.306,16,Financials,400000000000.0
MA,2023-03-31,1.9794,2.0134,5,Financials,400000000000.0
MA,2023-06-30,2.4531,2.341,12,Financials,400000000000.0
MA,2023-09-30,2.7912,2.6687,9,Financials,400000000000.0
MA,2023-12-31,1.9521,2.0484,9,Financials,400000000000.0
MA,2024-03-31,1.9885,2.0649,18,Financials,400000000000.0
MA,2024-06-30,1.6131,1.5322,13,Financials,400000000000.0
MA,2024-09-30,2.3619,2.3029,12,Financials,400000000000.0
MA,2024-12-31,1.5749,1.5832,10,Financials,400000000000.0
MA,2025-03-31,1.9027,1.8922,19,Financials,400000000000.0
MA,2025-06-30,1.8168,1.7206,11,Financials,400000000000.0
MA,2025-09-30,2.2093,2.1994,9,Financials,400000000000.0
MA,2025-12-31,2.1438,2.2653,10,Financials,400000000000.0
MA,2026-03-31,2.3691,2.4259,7,Financials,400000000000.0
DIS,2021-06-30,2.2902,2.2795,11,Communication Services,180000000000.0
DIS,2021-09-30,2.5265,2.5009,17,Communication Services,180000000000.0
DIS,2021-12-31,1.9189,1.9889,11,Communication Services,180000000000.0
DIS,2022-03-31,1.7783,1.8718,8,Communication Services,180000000000.0
DIS,2022-06-30,2.7157,2.5797,5,Communication Services,180000000000.0
DIS,2022-09-30,2.1224,2.2473,17,Communication Services,180000000000.0
DIS,2022-12-31,2.1309,2.0458,9,Communication Services,180000000000.0
DIS,2023-03-31,1.8296,1.8331,8,Communication Services,180000000000.0
DIS,2023-06-30,2.4636,2.4159,7,Communication Services,180000000000.0
DIS,2023-09-30,2.441,2.4188,14,Communication Services,180000000000.0
DIS,2023-12-31,1.8101,1.8946,14,Communication Services,180000000000.0
DIS,2024-03-31,1.7147,1.7533,10,Communication Services,180000000000.0
DIS,2024-06-30,1.9759,1.8595,16,Communication Services,180000000000.0
DIS,2024-09-30,1.5117,1.4293,12,Communication Services,180000000000.0
DIS,2024-12-31,2.6675,2.8604,16,Communication Services,180000000000.0
DIS,2025-03-31,2.1937,2.1655,16,Communication Services,180000000000.0
DIS,2025-06-30,2.8188,2.6614,12,Communication Services,180000000000.0
DIS,2025-09-30,2.3526,2.3038,5,Communication Services,180000000000.0
DIS,2025-12-31,2.6627,2.6913,17,Communication Services,180000000000.0
DIS,2026-03-31,2.3902,2.5304,13,Communication Services,180000000000.0
BAC,2021-06-30,4.2297,4.2904,13,Financials,350000000000.0
BAC,2021-09-30,3.812,3.686,14,Financials,350000000000.0
BAC,2021-12-31,3.242,3.2251,15,Financials,350000000000.0
BAC,2022-03-31,3.2119,3.0323,11,Financials,350000000000.0
BAC,2022-06-30,3.8837,3.9098,15,Financials,350000000000.0
BAC,2022-09-30,3.0685,3.2832,15,Financials,350000000000.0
BAC,2022-12-31,3.4543,3.4551,10,Financials,350000000000.0
BAC,2023-03-31,3.222,3.447,5,Financials,350000000000.0
BAC,2023-06-30,3.9243,3.8529,16,Financials,350000000000.0
BAC,2023-09-30,2.8556,2.9753,5,Financials,350000000000.0
BAC,2023-12-31,3.2479,3.4481,17,Financials,350000000000.0
BAC,2024-03-31,3.0556,3.1968,11,Financials,350000000000.0
BAC,2024-06-30,3.4419,3.3255,15,Financials,350000000000.0
BAC,2024-09-30,3.7235,3.5736,18,Financials,350000000000.0
BAC,2024-12-31,3.1389,3.3567,18,Financials,350000000000.0
BAC,2025-03-31,3.5233,3.3647,7,Financials,350000000000.0
BAC,2025-06-30,3.9126,3.9454,6,Financials,350000000000.0
BAC,2025-09-30,2.7298,2.731,7,Financials,350000000000.0
BAC,2025-12-31,3.5995,3.426,11,Financials,350000000000.0
BAC,2026-03-31,3.5385,3.4173,14,Financials,350000000000.0
XOM,2021-06-30,4.0829,4.2894,6,Energy,500000000000.0
XOM,2021-09-30,4.602,4.3771,12,Energy,500000000000.0
XOM,2021-12-31,4.3042,4.6145,10,Energy,500000000000.0
XOM,2022-03-31,3.9679,4.0593,9,Energy,500000000000.0
XOM,2022-06-30,4.3814,4.5481,6,Energy,500000000000.0
XOM,2022-09-30,4.2565,4.082,12,Energy,500000000000.0
XOM,2022-12-31,4.8245,4.6113,8,Energy,500000000000.0
XOM,2023-03-31,4.8132,4.5313,10,Energy,500000000000.0
XOM,2023-06-30,4.4339,4.2008,11,Energy,500000000000.0
XOM,2023-09-30,4.1936,4.1168,5,Energy,500000000000.0
XOM,2023-12-31,4.4464,4.4958,6,Energy,500000000000.0
XOM,2024-03-31,4.2539,4.0227,9,Energy,500000000000.0
XOM,2024-06-30,3.9577,4.0255,11,Energy,500000000000.0
XOM,2024-09-30,3.8823,4.1531,8,Energy,500000000000.0
XOM,2024-12-31,4.0431,4.0139,6,Energy,500000000000.0
XOM,2025-03-31,5.1734,4.9244,7,Energy,500000000000.0
XOM,2025-06-30,4.8864,4.6895,5,Energy,500000000000.0
XOM,2025-09-30,4.3794,4.3887,5,Energy,500000000000.0
XOM,2025-12-31,4.5742,4.4903,11,Energy,500000000000.0
XOM,2026-03-31,3.7316,3.8849,10,Energy,500000000000.0
PFE,2021-06-30,5.3666,5.5433,15,Healthcare,150000000000.0
PFE,2021-09-30,6.2292,5.9601,9,Healthcare,150000000000.0
PFE,2021-12-31,5.5682,5.9273,9,Healthcare,150000000000.0
PFE,2022-03-31,6.4719,6.3376,14,Healthcare,150000000000.0
PFE,2022-06-30,5.471,5.7614,15,Healthcare,150000000000.0
PFE,2022-09-30,6.3614,6.0241,10,Healthcare,150000000000.0
PFE,2022-12-31,5.7633,5.6578,9,Healthcare,150000000000.0
PFE,2023-03-31,5.9021,6.1831,17,Healthcare,150000000000.0
PFE,2023-06-30,6.0541,5.8328,18,Healthcare,150000000000.0
PFE,2023-09-30,5.8749,6.2727,16,Healthcare,150000000000.0
PFE,2023-12-31,5.6129,5.974,15,Healthcare,150000000000.0
PFE,2024-03-31,5.6896,5.863,8,Healthcare,150000000000.0
PFE,2024-06-30,5.6895,5.637,6,Healthcare,150000000000.0
PFE,2024-09-30,6.1555,6.2459,12,Healthcare,150000000000.0
PFE,2024-12-31,5.7206,5.9584,8,Healthcare,150000000000.0
PFE,2025-03-31,6.0169,5.9835,7,Healthcare,150000000000.0
PFE,2025-06-30,5.7542,5.7571,17,Healthcare,150000000000.0
PFE,2025-09-30,5.678,5.9664,13,Healthcare,150000000000.0
PFE,2025-12-31,5.4777,5.8242,5,Healthcare,150000000000.0
PFE,2026-03-31,5.9293,6.0026,17,Healthcare,150000000000.0
KO,2021-06-30,3.8228,3.669,16,Consumer Staples,250000000000.0
KO,2021-09-30,3.5033,3.288,10,Consumer Staples,250000000000.0
KO,2021-12-31,2.7605,2.9279,15,Consumer Staples,250000000000.0
KO,2022-03-31,4.0458,3.8,5,Consumer Staples,250000000000.0
KO,2022-06-30,3.283,3.4344,18,Consumer Staples,250000000000.0
KO,2022-09-30,3.8766,3.6429,7,Consumer Staples,250000000000.0
KO,2022-12-31,3.784,3.7017,10,Consumer Staples,250000000000.0
KO,2023-03-31,3.7123,3.6423,12,Consumer Staples,250000000000.0
KO,2023-06-30,3.3016,3.4357,14,Consumer Staples,250000000000.0
KO,2023-09-30,2.7727,2.9584,14,Consumer Staples,250000000000.0
KO,2023-12-31,3.4607,3.7023,9,Consumer Staples,250000000000.0
KO,2024-03-31,3.61,3.4969,7,Consumer Staples,250000000000.0
KO,2024-06-30,3.6195,3.4449,11,Consumer Staples,250000000000.0
KO,2024-09-30,3.6382,3.6612,15,Consumer Staples,250000000000.0
KO,2024-12-31,2.8739,3.0352,6,Consumer Staples,250000000000.0
KO,2025-03-31,3.8015,3.607,15,Consumer Staples,250000000000.0
KO,2025-06-30,3.6002,3.8334,19,Consumer Staples,250000000000.0
KO,2025-09-30,3.324,3.1883,8,Consumer Staples,250000000000.0
KO,2025-12-31,3.319,3.2615,17,Consumer Staples,250000000000.0
KO,2026-03-31,3.8309,3.7698,18,Consumer Staples,250000000000.0
PEP,2021-06-30,3.6562,3.4474,15,Consumer Staples,230000000000.0
PEP,2021-09-30,3.4475,3.2228,8,Consumer Staples,230000000000.0
PEP,2021-12-31,3.6118,3.5715,16,Consumer Staples,230000000000.0
PEP,2022-03-31,3.6434,3.4122,14,Consumer Staples,230000000000.0
PEP,2022-06-30,3.5099,3.4988,5,Consumer Staples,230000000000.0
PEP,2022-09-30,3.2558,3.3794,7,Consumer Staples,230000000000.0
PEP,2022-12-31,3.1695,3.0203,6,Consumer Staples,230000000000.0
PEP,2023-03-31,3.3587,3.4888,13,Consumer Staples,230000000000.0
PEP,2023-06-30,3.4801,3.7168,19,Consumer Staples,230000000000.0
PEP,2023-09-30,3.4471,3.5038,12,Consumer Staples,230000000000.0
PEP,2023-12-31,3.4261,3.3842,11,Consumer Staples,230000000000.0
PEP,2024-03-31,4.022,3.8193,18,Consumer Staples,230000000000.0
PEP,2024-06-30,4.0904,3.8282,11,Consumer Staples,230000000000.0
PEP,2024-09-30,3.8914,3.641,15,Consumer Staples,230000000000.0
PEP,2024-12-31,3.7723,3.9202,7,Consumer Staples,230000000000.0
PEP,2025-03-31,3.4854,3.4793,14,Consumer Staples,230000000000.0
PEP,2025-06-30,3.3107,3.5403,14,Consumer Staples,230000000000.0
PEP,2025-09-30,3.5626,3.4284,10,Consumer Staples,230000000000.0
PEP,2025-12-31,3.5851,3.7333,13,Consumer Staples,230000000000.0
PEP,2026-03-31,4.1728,3.937,14,Consumer Staples,230000000000.0
CSCO,2021-06-30,2.2692,2.1218,7,Technology,200000000000.0
CSCO,2021-09-30,3.7814,3.6213,10,Technology,200000000000.0
CSCO,2021-12-31,2.8837,3.0845,8,Technology,200000000000.0
CSCO,2022-03-31,2.9084,2.8761,6,Technology,200000000000.0
CSCO,2022-06-30,1.9339,1.9973,17,Technology,200000000000.0
CSCO,2022-09-30,2.5386,2.4075,13,Technology,200000000000.0
CSCO,2022-12-31,2.916,2.8231,6,Technology,200000000000.0
